Video Name,Transcript,Summary,Source,Category,PublicVideoLink
Don't give up because the job is right around the corner," You had mentioned the two years. So was that you taking a break or was that you? So I'm glad you touched on that. I think my not necessarily state for my working progress at Colaberry has probably been one of the longest. And to everybody on this call, I'll tell you no matter how long, how short you've been in the program or how long you've been in the program, do not give up because it's right around the corner. And I used to hear that all the time in the program, but it really is until you get that one interview that you ace and then you get the job. I really didn't take a break, but I went on so many interviews and did so many phone interviews. I think I'm person. I think I went to about 100 interviews. So that's just to say that, you got to have your first off, you got to have your stuff tight and right, walking in the door to go to some of these companies because it's one thing when you're studying and you're doing your thing at the house, right? But when you get out in the open and go to these companies, it gets real. So it's always a process for me. And I feel like the main thing that I did was never give up in that. Did I take a little break? Was I tired for a week? Probably so. The main point is getting back on that some keeping it moving until you get that job. And even when you get it, still continuing to progress and continuing to learn."," You had mentioned the two years. So was that you taking a break or was that you? So I'm glad you touched on that. I think my not necessarily state for my working progress at Colaberry has probably been one of the longest. And to everybody on this call, I'll tell you no matter how long, how short you've been in the program or how long you've been in the program, do not give up because it's right around the corner. And I used to hear that all the time in the program, but it really is until you get that one interview that you ace and then you get the job. I really didn't take a break, but I went on so many interviews and did so many phone interviews. I think I'm person. I think I went to about 100 interviews. So that's just to say that, you got to have your first off, you got to have your stuff tight and right, walking in the door to go to some of these companies because it's one thing when you're studying and you're doing your thing at the house, right? But when you get out in the open and go to these companies, it gets real. So it's always a process for me",Vimeo,Motivational,https://vod-progressive.akamaized.net/exp=1726125328~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F2253%2F25%2F636265635%2F2916157296.mp4~hmac=f2fda1f72180a974ae5893f6857e0908e4a538a00c8a70bee8c60c53033ad7ca/vimeo-prod-skyfire-std-us/01/2253/25/636265635/2916157296.mp4?filename=file.mp4
Experience is not just technical," Look guys, I mean my friend is my family. I just want to let you know that experience means not only technical stuff. Experience means the thing how to interact with your colleague or how to how to manage things in the workplace. So in there I'm telling you, now at this and understand after everything is passed. There when I think now one of the reasons to lose my job was does their home business. I mean that was not my mistake. But the other thing when now at this when I think I was opening I was trying to see some documentation there and just trying to see their database which is a lot for us. But after now when I hear here in the internship and also from my mentors when they are sharing experience, we have to be like clean and keep ourselves in our area only. So that kind of thing I learned after that here in the internship. So right now is big difference when I join the internship, it just gave me everything. Now I'm I'm full of confidence even when I interview when I have interview with the interviewers, I challenge them if they say no I just say why because I got a more thing from here. That's a big difference. Awesome."," Look guys, I mean my friend is my family. I just want to let you know that experience means not only technical stuff. Experience means the thing how to interact with your colleague or how to how to manage things in the workplace. So in there I'm telling you, now at this and understand after everything is passed. There when I think now one of the reasons to lose my job was does their home business. I mean that was not my mistake. But the other thing when now at this when I think I was opening I was trying to see some documentation there and just trying to see their database which is a lot for us. But after now when I hear here in the internship and also from my mentors when they are sharing experience, we have to be like clean and keep ourselves in our area only. So that kind of thing I learned after that here in the internship. So right now is big difference when I join the internship, it just gave me everything",Vimeo,Motivational,https://vod-progressive.akamaized.net/exp=1726125035~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F76%2F25%2F625381226%2F2888557167.mp4~hmac=dfca474ab7be791ab49cdfd89cc5be796e7dbead5ce5c80fcd5c654d17d92239/vimeo-prod-skyfire-std-us/01/76/25/625381226/2888557167.mp4?filename=file.mp4
Fred D. Follow the Process," I just need you all to follow the process. You got to understand like Harvard graduate created this. You know what I'm saying? So keep in mind that he's smarter than all of us. So he knows what to do to get you hired. So when I went through the interview, his first question was tell me a little bit about yourself. And I went through it pretty much. You all look at my interview on president demons. I pretty much said the exact same thing. They asked me two or three technical questions after that about primary keys, press and his constraints and something else. I don't remember what it was, but I went to my job is in San Antonio. But after time I was living in Dallas. So I went to a satellite location in Dallas and video conference. The manager and the lead. They could see me, but I couldn't see them on my drive home to record a call me. And told me they made me awful before you even got home. So this is maybe 10, 15 minutes when I'm driving home from Irvin to Lewis bill. The recruiter called me. So do not think that you don't know enough and you know, you're not going to be able to answer these questions. I need you all to follow the process because even when she get on the job, you're going to know a lot more than you think you know, you may be overwhelmed because of the environment. But my first week, maybe two, my lead BSA said, I'm glad to have you because the last guy we hired couldn't even write a select statement. So it's weird how much this displays teachers you, especially in contention point how much money you all make. My first couple of weeks, I remember going over call review with Debbie, who's on our team. And I did something that she was like, so many how you do that. Now, my, I'm fresh out of code barrier. I'm two weeks. She used to be a report developer. And now she's on the BIT and our stuff is SQL. And that says, I S heavy. So she had me show what something she's been in SQL for way longer than me. Keep in mind, I have a cell. It's background. So I just want you all to trust the process. Don't think because maybe you skipped a couple of homeworks, the turns on what they're saying that you don't know enough because. The help that you are going to get once you're on a job is better than anything else in the industry. You know what I'm saying? So I don't care whether or not you took the notes, I didn't take the notes. Do the interviews, do the market interviews, make sure you can ask some of these questions. You want to done the videos. Sooner or later, you're going to get an interview that coincide with the questions you know the answer to. All right. My first. Probably three or four interviews. I couldn't answer the questions. One was a reporting interview. I don't even know how they got me because I don't know fight for the reporting jobs. So I don't know how popped up there. So he called me. I couldn't answer the election. I remember interviewing for whole foods in Austin. And there was a power be it. I didn't use. We didn't have. This is before the internship. So I got a job before power be out. And they allow interns to do that. They said. I don't worry about it. If you don't use it, we're just pretty much right. It's a leg statement. But he asked me a questions about, you know, who owns various aspects of the day to flow. And I was like a dare stuck in headlights. You are going to get interviews where you're not going to know the answers to every question. Don't that doesn't mean anything. All you're doing is worrying about the interview where you do know the answers. And they do want to hire you. But do not think that they're going to hire you just because of your technical prowess. I have two friends who recently gotten jobs. Six bigger jobs. They're not a code of berry power be I developers. Some of them are higher because. Of their people skills. One manager actually told a guy say, hey, look, I see your project. I see your resume. I know you could do the job. Just talking. I just want to get an idea of who you are as a person. And he really hired the guy because he had retail. We was in the same store. He had retail sales experience. So here's a better to communicate and kind of relate to people. Really gave him a leg up because once we were at it. There's a lot of introverted individuals. There's some things you lost in translation because a lot of people in our field are for. Which is great. But keep in mind, I just need you all to understand that you have no idea why they want to hire you. So don't think because. I know or don't know what code of berries teach me. That's my only leg up in the game. So people hire for a vast. Variety of reasons. And it's not for you to determine the how you just got to follow the process. You're not any. When I went through it, I knew that the people who got higher before me wasn't any smarter than me. You know what I'm saying? So I was just going through the numbers. You just have to go through the nose until you get that one yes. And if that one yes is paying you 50, 55, 60 dollars an hour, the nose doesn't even matter. You don't even remember half of the nose. Once you get that yes, I just need you all to follow the process through to my interviews. Make sure you let your manager your mentors know what you have in interview. So they can maybe scare you sometimes to do a much interview with you giving the details of what the job requirements tell you that they're looking for. They're going to know more about it than you do. Even if it's not there too. Like my friends who were recently hired for hire as power be I'm a pretty much do ETL SQL all day. I knew what they would be looking for because I'm in the industry. So I talk to BS says I deal with people I have power be I people send me emails sending me. Hey, I need you to input this data into this table or I need to see these kinds of things like that. So once you're in the industry, you have a broad base in the idea of who needs what. But."," I just need you all to follow the process. You got to understand like Harvard graduate created this. You know what I'm saying? So keep in mind that he's smarter than all of us. So he knows what to do to get you hired. So when I went through the interview, his first question was tell me a little bit about yourself. And I went through it pretty much. You all look at my interview on president demons. I pretty much said the exact same thing. They asked me two or three technical questions after that about primary keys, press and his constraints and something else. I don't remember what it was, but I went to my job is in San Antonio",Vimeo,Motivational,https://vod-progressive.akamaized.net/exp=1726123122~acl=%2Fvimeo-transcode-storage-prod-us-east1-h264-1080p%2F01%2F2531%2F24%2F612657910%2F2854529153.mp4~hmac=b85ce2a337b571e0aeb79d62929dc9a23cd24662ee833eb4cded6500c9033627/vimeo-transcode-storage-prod-us-east1-h264-1080p/01/2531/24/612657910/2854529153.mp4?filename=file.mp4
Get the sht done," So that's it. I hope you guys had a good session today. We have four lives changed through Colaberry. And you've got to witness in firsthand how awesome is that? And to know that you're towards the end of this program that has changed so many lives, gotta make you feel good about yourself, right? So I told you my goal is to make you come on feeling better when you're left than when you got here. Listen, and I know I get on all y'all case, but look what we're doing here, right? This is not a game. This is your life. This is your life from staying where it is right now to hear people talk about the skies and limit, right? Like that's what I'm trying to push you guys to. All right, I'm I'm passionate about it because I care. Okay, you don't you don't be passionate about stuff you don't care about. Okay, and so when I push you guys, when I yell at you guys, when I'm on your ass, it's because I know you can do better. Okay, and stop with the excuses and just get the shit done. Okay, life is going to be great from here on. Just get the shit done. Just get the shit done. No excuses. Just get the shit done. You got the blueprint. Okay, and so it's all love when I'm yelling at you because you so close. Just get the shit done. It's going to change everything. Just get the shit done. All right, when I yell at you that's all the love I tell you if I don't like you. Okay, when I yell at you, that means I care. If I'm silent, I don't care. I don't put time on things that I don't care about. If you got my time, you got my energy, I care. Okay, but I also realize I got to be the bad guy here. Okay, until you get placed, somebody has to push you outside your comfort zone and keep you out there. So you can get the results that you came here to get. And that's what my mission is. That's what my team's mission is. And that's what your mission needs to be. All right, so you guys keep on working hard. Get my projects done. Don't come in next week talking about, oh, you know, it was a rough week for me because I'm going to ask what you do on the weekend. Right? We see the lives of the folks that have been through this program that don't deserve putting your hand down and getting it done. Even if you lose one weekend, two weekends, three weekends, to gain a lifetime of vacations, just a better lifestyle. Get the shit done. Okay, that's my message. And I hope you guys enjoyed it. You guys have a wonderful day. I talk to you later. Yeah, I better get my project done. Look at my face. I'll get my project done. All right. All right, guys, have a good one. I talk to you later."," So that's it. I hope you guys had a good session today. We have four lives changed through Colaberry. And you've got to witness in firsthand how awesome is that? And to know that you're towards the end of this program that has changed so many lives, gotta make you feel good about yourself, right? So I told you my goal is to make you come on feeling better when you're left than when you got here. Listen, and I know I get on all y'all case, but look what we're doing here, right? This is not a game. This is your life. This is your life from staying where it is right now to hear people talk about the skies and limit, right? Like that's what I'm trying to push you guys to. All right, I'm I'm passionate about it because I care. Okay, you don't you don't be passionate about stuff you don't care about. Okay, and so when I push you guys, when I yell at you guys, when I'm on your ass, it's because I know you can do better",Vimeo,Motivational,https://vod-progressive.akamaized.net/exp=1726125230~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F4686%2F24%2F623430695%2F2883044128.mp4~hmac=a9460b7c1a65ce331d3b6394074b2592e120a0aefcd7d48543fa6a4f04c33daa/vimeo-prod-skyfire-std-us/01/4686/24/623430695/2883044128.mp4?filename=file.mp4
How To Build Confidence - Colaberry School of Data Science & Data Analytics," I've heard you of the white colabarian setup. Everybody's gonna struggle. Okay. The struggle is what makes you really, really detest you. Do you want it? Do you really want it? Okay. You got to go through that. And if it is, if it is a stressful, it's not going to be rememberable. Remember that. Remember that. If it's something that's going to have an impact. If it's something that's going to be memorable. There's a reason why. Okay. So we wish you guys the best you guys. Listen, fresh air was like. I was just amazed at kind of how she flipped. Right. And I asked her to do some things on the internship. And she was like, you know what? Give me a couple of days. I got it. I'm knocking out. Right. That was like. Where this person comes from right here just taking the ball by the morning. I was so impressed. I was like, okay. Okay. Go ahead. Thank you. And I'll be there. Then she didn't come back and do exactly what she said. She was going to do. Man, I'm telling you. Being in the position of leadership. That's all it. That's what you want. You want. Hey, I got a challenge for you. And she was like, you know what? She didn't look at it as. Oh, why he making me do this, right? She was like, yeah, okay. I understand what you want. She took it back to the draw board. She worked on it. I know she worked hard because it wasn't an easy task. I was like, yeah, I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. But I needed it done. It's a dashboard. I use all the time. I needed it done. You know what? She made it happen. And I was just so impressed because she just. I mean, I could tell her mindset was like, if you, you could fill people negative mindset, you know, and. And when she did that, I knew her energy was directed in the right way. And I knew she was going to get it done by how confident she didn't know how she was going to get it done at that moment. If you worked it some long enough, you go get it, right? And she had that confidence like. What you guys really want to get to is where you can have a confidence. Like most people have to wait until something happens and then they gain confidence. If you can figure out how to create that confidence before you actually get the result. Then the world is yours guys. The world is yours because you can materialize anything in your mind. And if you can say this will happen. And you keep on doing that over and over again. The world is yours to nobody. Because nobody can stop you from doing what you want to do. So all right. You guys. I'm so happy for you. Congratulations. You guys. You know, you made it through. And I have no doubt in my mind that you guys are going to do an awesome job and help your companies. And give them what they're paying for."," I've heard you of the white colabarian setup. Everybody's gonna struggle. Okay. The struggle is what makes you really, really detest you. Do you want it? Do you really want it? Okay. You got to go through that. And if it is, if it is a stressful, it's not going to be rememberable. Remember that. Remember that. If it's something that's going to have an impact",Youtube,Motivational,https://www.youtube.com/watch?v=-n9et3VdwzI
I had my doubts   Colaberry Student Success Stories," At the beginning I had doubts about it, you know, I mean struggling with assignments. Then we would think about what about around the job, we would like to be able to survive the job. But the system that Colaberry has is awesome. So just have to follow through it. It's a well-ported out system, which if you just keep going with it, you will find yourself at the end of it with a job that pays handsomely. So your job is just to do what you have to do. The path is already planned for you. The path is been laid for you right until you get into the job. Even before you get a job, they also prepare you as well for what to expect when you get to the job. They give you a lot of tips, which will also make you, which will make your adjustment to the job much easier than someone who doesn't live that kind of experience."," At the beginning I had doubts about it, you know, I mean struggling with assignments. Then we would think about what about around the job, we would like to be able to survive the job. But the system that Colaberry has is awesome. So just have to follow through it. It's a well-ported out system, which if you just keep going with it, you will find yourself at the end of it with a job that pays handsomely. So your job is just to do what you have to do. The path is already planned for you. The path is been laid for you right until you get into the job. Even before you get a job, they also prepare you as well for what to expect when you get to the job. They give you a lot of tips, which will also make you, which will make your adjustment to the job much easier than someone who doesn't live that kind of experience.",Youtube,Motivational,https://www.youtube.com/watch?v=RFdawD81RgY
I should've started earlier I missed a lot of money," So if you could go back six years to yourself and while you were going through colaberry, if you could travel back in time to go talk to your younger a keel going through colaberry, what advice would you give younger a keel. Man, I would just I probably might have pushed him to finish even faster, you know, to get into this world quicker because I was losing money seemed like, you know, I expect you. But, you know, I want to let these guys know as well that not every time you're going to know something and this is even the guys that I work with who's been there for years, you know. So you may be afraid saying that you know what if they throw this at me most times you're not going to know what because you have the basics you're going to be able to build and figure stuff out. And it's not about someone being thrown in the bush because you're working on a team most time is a team effort so you're going to have you and your peers working on stuff if you don't know something simply ask a team member and this has been every single way that I've worked since. It's pretty much the same so yeah you guys are going to see just don't give up. Don't give up."," So if you could go back six years to yourself and while you were going through colaberry, if you could travel back in time to go talk to your younger a keel going through colaberry, what advice would you give younger a keel. Man, I would just I probably might have pushed him to finish even faster, you know, to get into this world quicker because I was losing money seemed like, you know, I expect you. But, you know, I want to let these guys know as well that not every time you're going to know something and this is even the guys that I work with who's been there for years, you know. So you may be afraid saying that you know what if they throw this at me most times you're not going to know what because you have the basics you're going to be able to build and figure stuff out. And it's not about someone being thrown in the bush because you're working on a team most time is a team effort so you're going to have you and your peers working on stuff if you don't know something simply ask a team member and this has been every single way that I've worked since. It's pretty much the same so yeah you guys are going to see just don't give up. Don't give up.",Vimeo,Motivational,https://vod-progressive.akamaized.net/exp=1726124721~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F4686%2F24%2F623430418%2F2883042727.mp4~hmac=8f89da77755acd173bceb7d8826d8ec3768bb3bf83ad9d25781995a5ce49b025/vimeo-prod-skyfire-std-us/01/4686/24/623430418/2883042727.mp4?filename=file.mp4
I wanted to quit but my  WHY  was more powerful!   Colaberry Student Success Stories," What type of advice would you give the current people that are going through the program struggling thinking about quitting? Like now that you've made it to the other side, you look back on yourself going through the program. What advice would you give? Do not give up. Work hard. Work hard. Working hard actually pays. And you get to a point where you want to give up. I remember when we had a meeting with you, you said, right down this thing on a stick, you know, and stick it on your laptop. Why am I here in Calibary? I had that stick enough for the longest time. So ask yourself why you're there. Do you want to change your life? And also do not give up. Work hard. Be persistent and be consistent."," What type of advice would you give the current people that are going through the program struggling thinking about quitting? Like now that you've made it to the other side, you look back on yourself going through the program. What advice would you give? Do not give up. Work hard. Work hard. Working hard actually pays. And you get to a point where you want to give up. I remember when we had a meeting with you, you said, right down this thing on a stick, you know, and stick it on your laptop. Why am I here in Calibary? I had that stick enough for the longest time. So ask yourself why you're there. Do you want to change your life? And also do not give up",Youtube,Motivational,https://www.youtube.com/watch?v=Y_arPlGhcFA
I was just in your position last year - Rangarirai," Merej begin mor tutor Special��, áu lwごناük honga upmychhostos, ddu nulu 9 teco boda iausta wa ndodongak Koulaaboi sefair, S.L. emperor dejakrak bat Mi Assistant arrow malfunction, sefwola n Nextks. Para zio siajish acaba, Teudak kojege mo maina to problematico koAR maina da izuriha mo tumino ko petitiono k file だ Kobayagio. Teudak ko iam mae kandaite na mau rezetua kandaite toko mo maibago takulito mo a topo mo boну turvale mo iagot acide kinaite du nogena lestea kanw Good Tapiti ant� tellumwa sad faria na adreiau lagarnisa koeng lemprehanismi pequehti daak sensei i wen du Beautiful la hisa oto三 sa- aexeak'em i' elak 9.1 eas aig i' aig So, the jobs are there. The training that you're doing is in demand. Keep pushing, keep learning as much as you can. And I also advise you to grab a rope, opportunity to learn that collaborative offers. You know, collaborative is not like traditional schools. It is a unique way of empowering skills, but to learn real skills to students. So take advantage of all, even the meetings that they ask you to attend. You learn a lot of things from them as well. Like in my case, I also used to attend these meetings like you, different people come and share their experiences. And from there, I'd also gain an insight of what it is that they are dealing with at their work and kind of simulated in my mind. And for those who are in-cap, they also have like Monday's days, I don't know, depending on the path that we chose, with different people also come and speak. So myself, I chose Power BI as a career path, but when I went to my first job, the demands from that job then pushed me to start attending the ETL and the data warehouse class instead of the Power BI class. So from there, I also learned a lot of things from people who were hosting and presenting a lot of things there. And I also learned some hands-on things which were being demonstrated. And some of those things, I used those examples to learn my second job. Like, I gave them a real scenario which someone presented at their workplace. I think it was an issue to do with error handling. So that had been presented before. They gave a scenario that happened in their workplace and I also talked about that very same issue which they shown how to deal with that issue using transactions, try catch blocks and things like that. And I sounded more technical. Even though in real life, I had never done it, I saw someone demonstrating it to me at a callable platform. And that helped me to sell myself as well."," Merej begin mor tutor Special��, áu lwごناük honga upmychhostos, ddu nulu 9 teco boda iausta wa ndodongak Koulaaboi sefair, S.L. emperor dejakrak bat Mi Assistant arrow malfunction, sefwola n Nextks. Para zio siajish acaba, Teudak kojege mo maina to problematico koAR maina da izuriha mo tumino ko petitiono k file だ Kobayagio. Teudak ko iam mae kandaite na mau rezetua kandaite toko mo maibago takulito mo a topo mo boну turvale mo iagot acide kinaite du nogena lestea kanw Good Tapiti ant� tellumwa sad faria na adreiau lagarnisa koeng lemprehanismi pequehti daak sensei i wen du Beautiful la hisa oto三 sa- aexeak'em i' elak 9.1 eas aig i' aig So, the jobs are there. The training that you're doing is in demand. Keep pushing, keep learning as much as you can. And I also advise you to grab a rope, opportunity to learn that collaborative offers. You know, collaborative is not like traditional schools. It is a unique way of empowering skills, but to learn real skills to students. So take advantage of all, even the meetings that they ask you to attend",Vimeo,Motivational,https://vod-progressive.akamaized.net/exp=1726122175~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F4588%2F28%2F722944819%2F3353478154.mp4~hmac=677b9f38efb0583c66f640f2ce5efea1c8c96485238cb800050f2ae404bfb9cc/vimeo-prod-skyfire-std-us/01/4588/28/722944819/3353478154.mp4?filename=file.mp4
I was too hungry to quit   Colaberry Success Stories," So you know how people struggle when they go on through the program. Like, what if you were to quit? Like, like, can you just help us understand the change of before colabery and then after colabery? Like, what would it have made to quit and not experience the type of life that you're experiencing now? Winning was never an option for me. So I can't even like fathom that thought, um, because I was hungry. I was tired of working in sales. I wanted consistency in my life. Um, I've always had like bougie taste, but then I wanted to be able to afford that taste. So quitting was never an option for me. And when I hear of people quitting, I think it's so disappointing, um, because it's, you have to push yourself harder than anybody else will ever push you. And of course, yes, of course, it's a difficult subject to comprehend. Um, but that that's what warrants are high salaries because it is difficult. If anyone could do it, you wouldn't get paid on. Do you feel like you're really good at your job? Like, how well do you think you do your job? Based on my two performance reviews, I'm great at my job and at my jobs and my bonuses. I'm really great at my jobs. So you get an accolade, you get praises from boat places? Yes."," So you know how people struggle when they go on through the program. Like, what if you were to quit? Like, like, can you just help us understand the change of before colabery and then after colabery? Like, what would it have made to quit and not experience the type of life that you're experiencing now? Winning was never an option for me. So I can't even like fathom that thought, um, because I was hungry. I was tired of working in sales. I wanted consistency in my life. Um, I've always had like bougie taste, but then I wanted to be able to afford that taste. So quitting was never an option for me. And when I hear of people quitting, I think it's so disappointing, um, because it's, you have to push yourself harder than anybody else will ever push you. And of course, yes, of course, it's a difficult subject to comprehend. Um, but that that's what warrants are high salaries because it is difficult",Youtube,Motivational,https://www.youtube.com/watch?v=tt8zWY-eOSc
I'm able to help others after completing Colaberry   Colaberry Bootcamp," So how do you feel like your life has changed since you were able to make it through colabarian over to the other side? How has your life changed? My life, I would say God-dealer because now, you know, the money is good, you know, the money is good and, you know, I have more to plan with. I have more to even give out because especially, you know, looking at, if you, the path of, the path of where I come from, we are, a lot of people look up to you for help. You know, you have enough to give now when you want to and you have you know, have enough to give for yourself to. So, I think I've been able to, you know, have better planning, have better idea of okay, this is how I want to spend or look at the things I want to accomplish with money. So I think that's a good thing for me there."," So how do you feel like your life has changed since you were able to make it through colabarian over to the other side? How has your life changed? My life, I would say God-dealer because now, you know, the money is good, you know, the money is good and, you know, I have more to plan with. I have more to even give out because especially, you know, looking at, if you, the path of, the path of where I come from, we are, a lot of people look up to you for help. You know, you have enough to give now when you want to and you have you know, have enough to give for yourself to. So, I think I've been able to, you know, have better planning, have better idea of okay, this is how I want to spend or look at the things I want to accomplish with money. So I think that's a good thing for me there.",Youtube,Motivational,https://www.youtube.com/watch?v=tJFFBNV4dds
I'm going to push you - General," Listen, and I know I get on all y'all case, but look what we're doing here, right? This is not a game. This is your life. This is your life from staying where it is right now to hear people talk about the skies and limit, right? Like that's what I'm trying to push you guys to. All right. I'm I'm passionate about it because I care. Okay, you don't you don't be passionate about stuff you don't care about. Okay, and so when I push you guys when I yell at you guys when I'm on your ass, it's because I know you can do better. Okay, and stop with the excuses and just get the shit done. Okay, life is going to be great from here on. Just get the shit done. Just get the shit done. No excuses. Just get the shit done. You got the blueprint. I leave it telling you, hey, that's not good enough. You need to do this. You need to change this. There's a reason for this. I'm going to tell you this much. The mortgage project I did at Colaberry is more involved than anything I've ever done on the job. Don't overthink it. Take it seriously because these companies are not paying you a lot of money. They're going to mess up their data or make mistakes, but the support you have in Colaberry and the support you have after Colaberry is unprecedented."," Listen, and I know I get on all y'all case, but look what we're doing here, right? This is not a game. This is your life. This is your life from staying where it is right now to hear people talk about the skies and limit, right? Like that's what I'm trying to push you guys to. All right. I'm I'm passionate about it because I care. Okay, you don't you don't be passionate about stuff you don't care about. Okay, and so when I push you guys when I yell at you guys when I'm on your ass, it's because I know you can do better. Okay, and stop with the excuses and just get the shit done. Okay, life is going to be great from here on. Just get the shit done",Vimeo,Motivational,https://vod-progressive.akamaized.net/exp=1726122741~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F939%2F28%2F704696279%2F3263496477.mp4~hmac=d3c6d84edabce4dd43b912e171ae3a6e00b476010d35297fc06465ed04c671ac/vimeo-prod-skyfire-std-us/01/939/28/704696279/3263496477.mp4?filename=file.mp4
It was time for a change," Why I have not been in the program. I push people to this program. I put so many of my friends to this program Till yesterday was when they friend we talked and he's ahead of me right now doing the second phase I guess the project he lacks of motivation the only thing is with this program You need to motivate yourself. I know this because I have so many friends have graduated and they're living and lifestyle that They never dream Uber drivers Amazon, you know Warehouse and these are people I've seen it delayed me for five years because I was so much in In life, I was dedicated to a nonprofit organization for five years and the time of the of the lectures on Saturday and Tuesday It was the same time of the nonprofit organization. I was helping people. I was a manager and then free clinic So that five years took me off and then I decided to kind of quit and start and be ready for this So I know the challenge on this course You have to prepare yourself within side and always seek Self-learning it does not come from the program only I know that and I have never took a class from it, but I see others And I always talk about it almost every day with other whoever is in the program and some some I think one of them is a mentor also. So you have friends that have made a different program I'm pretty sure you have friends that didn't make it through right? They did not yes plenty of them. They did not they took it once and twice and they they lost the interest What separates the two? What do you think? Education the time the education and commitment the the lifestyle you want to let go as Adi said You want to let go of make as a part time make a schedule for those 15 hours make a time reminder as in your clocking Inclocking out for the study make that mentally Acceptable if you don't do that you will not succeed"," Why I have not been in the program. I push people to this program. I put so many of my friends to this program Till yesterday was when they friend we talked and he's ahead of me right now doing the second phase I guess the project he lacks of motivation the only thing is with this program You need to motivate yourself. I know this because I have so many friends have graduated and they're living and lifestyle that They never dream Uber drivers Amazon, you know Warehouse and these are people I've seen it delayed me for five years because I was so much in In life, I was dedicated to a nonprofit organization for five years and the time of the of the lectures on Saturday and Tuesday It was the same time of the nonprofit organization. I was helping people. I was a manager and then free clinic So that five years took me off and then I decided to kind of quit and start and be ready for this So I know the challenge on this course You have to prepare yourself within side and always seek Self-learning it does not come from the program only I know that and I have never took a class from it, but I see others And I always talk about it almost every day with other whoever is in the program and some some I think one of them is a mentor also. So you have friends that have made a different program I'm pretty sure you have friends that didn't make it through right? They did not yes plenty of them. They did not they took it once and twice and they they lost the interest What separates the two? What do you think? Education the time the education and commitment the the lifestyle you want to let go as Adi said You want to let go of make as a part time make a schedule for those 15 hours make a time reminder as in your clocking Inclocking out for the study make that mentally Acceptable if you don't do that you will not succeed",Vimeo,Motivational,https://download-video.akamaized.net/v3-1/playback/768a0e9f-1707-4146-ba50-f87bea49782c/c5b7fdd5-e21c5ad0?__token__=st=1726108291~exp=1726122691~acl=%2Fv3-1%2Fplayback%2F768a0e9f-1707-4146-ba50-f87bea49782c%2Fc5b7fdd5-e21c5ad0%2A~hmac=acbca02642caef5324fdcf4726b9dea380445390a07648e008fd1b9d58412e58&r=dXMtd2VzdDE%3D
Jhansi how Ali's critiques help your project," What's the biggest piece of advice you give everybody? Advice, attend all the internship classes and also do your work at whatever critics you gave, work on those things and spend more time and researching and yeah, spend more. Tell them more specifically how the critiques really help you gain experience. Tell us about that since you're on your job now. Yeah, really when coming to the critics, each and every critic will help us to improve ourselves. Even if we check our own project, how it is in the beginning and how it comes up when it goes to stress stress three or four, we can see that change with those critics whatever we gave. So those critics will improve us even in our work also. It helps me how to research more and how to make it better and going forward. So those type of things we will get in critics. So don't feel that we are getting more critics, it's not getting approved. So don't feel like the more critics, the more better we'll get."," What's the biggest piece of advice you give everybody? Advice, attend all the internship classes and also do your work at whatever critics you gave, work on those things and spend more time and researching and yeah, spend more. Tell them more specifically how the critiques really help you gain experience. Tell us about that since you're on your job now. Yeah, really when coming to the critics, each and every critic will help us to improve ourselves. Even if we check our own project, how it is in the beginning and how it comes up when it goes to stress stress three or four, we can see that change with those critics whatever we gave. So those critics will improve us even in our work also. It helps me how to research more and how to make it better and going forward. So those type of things we will get in critics. So don't feel that we are getting more critics, it's not getting approved. So don't feel like the more critics, the more better we'll get.",Vimeo,Motivational,https://vod-progressive.akamaized.net/exp=1726118098~acl=%2Fvimeo-prod-skyfire-std-us%2F01%2F995%2F29%2F729977877%2F3383046379.mp4~hmac=ed3b44509756cdfa3d4b1bca7aa1930969d582c98620d3ed25dc2f554ac409ed/vimeo-prod-skyfire-std-us/01/995/29/729977877/3383046379.mp4?filename=file.mp4
Just Stay On It (Colaberry Student Success Stories)," Wanon tangan Waju behaviour yang tolong propos EM Shell K condesta yang Siru Saya Kena Creata itu K like Sai Awak mungkin sejakan lagi cakap, demas k rel biti, datang Goodbye Dan dia sekarang di sini, Hella GOT7 Baik saya voir Saya semua sih terima berprior,"," Wanon tangan Waju behaviour yang tolong propos EM Shell K condesta yang Siru Saya Kena Creata itu K like Sai Awak mungkin sejakan lagi cakap, demas k rel biti, datang Goodbye Dan dia sekarang di sini, Hella GOT7 Baik saya voir Saya semua sih terima berprior,",Youtube,Motivational,https://www.youtube.com/watch?v=AyFykal-I90
